Name	Genes (tot)	Stat (dist.dir.up)	p (dist.dir.up)	p adj (dist.dir.up)	Stat (dist.dir.dn)	p (dist.dir.dn)	p adj (dist.dir.dn)	Stat (non-dir.)	p (non-dir.)	p adj (non-dir.)	Genes (up)	Stat (mix.dir.up)	p (mix.dir.up)	p adj (mix.dir.up)	Genes (down)	Stat (mix.dir.dn)	p (mix.dir.dn)	p adj (mix.dir.dn)
neuroepithelial_cell_differentiation(8)	80	0.47085	0.37363	1	0.52915	0.62737	0.82454	0.33697	0.000999	0.00151	39	0.26765	0.17882	0.35092	31	0.21032	0.23377	0.39246
neurofilament_cytoskeleton_organization(6)	10	0.56735	0.75624	1	0.43265	0.24476	0.43311	0.2331	0.00999	0.012739	4	0.20975	0.30669	0.49558	6	0.24866	0.53646	0.67532
neurological_system_process_involved_in_regulation_of_systemic_arterial_blood_pressure(6)	21	0.65671	0.98102	1	0.34329	0.01998	0.068491	0.35336	0.015984	0.019706	8	0.52347	0.95205	0.97992	11	0.11208	0.063936	0.1652
neuromuscular_junction(3)	56	0.60764	0.996	1	0.39236	0.004995	0.023727	0.32795	0.000999	0.00151	25	0.47981	0.99001	0.99763	29	0.15069	0.038961	0.1166
neuromuscular_junction_development(5)	44	0.59591	0.96603	1	0.40409	0.034965	0.10412	0.34233	0.000999	0.00151	20	0.48277	0.99001	0.99763	23	0.19161	0.18581	0.33526
neuromuscular_process(6)	111	0.55423	0.96603	1	0.44577	0.034965	0.10412	0.3813	0.000999	0.00151	40	0.27308	0.2038	0.38283	57	0.30529	0.88611	0.93281
neuromuscular_process_controlling_balance(7)	62	0.54434	0.9001	1	0.45566	0.1009	0.22749	0.31804	0.000999	0.00151	24	0.22628	0.096903	0.23185	34	0.30258	0.81219	0.88578
neuromuscular_process_controlling_posture(7)	16	0.56212	0.78322	1	0.43788	0.21778	0.39939	0.42002	0.13886	0.15167	5	0.23355	0.28871	0.47351	8	0.31907	0.73227	0.82678
neuromuscular_synaptic_transmission(4)	21	0.58667	0.8961	1	0.41333	0.1049	0.23484	0.53463	0.45754	0.47341	7	0.52481	0.93407	0.97038	11	0.41396	0.95005	0.97451
neuron_apoptotic_process(6)	235	0.55004	0.997	1	0.44996	0.003996	0.020197	0.25674	0.000999	0.00151	100	0.23625	0.008991	0.042839	119	0.17402	0.000999	0.0079587
neuron_death(5)	299	0.56213	1	1	0.43787	0.000999	0.0072255	0.26485	0.000999	0.00151	124	0.25295	0.010989	0.049003	154	0.17418	0.000999	0.0079587
neuron_death_in_response_to_oxidative_stress(6)&regulation_of_oxidative_stress_induced_neuron_death(6)	9	0.61754	0.84715	1	0.38246	0.15385	0.31065	0.13214	0.001998	0.002859	3	0.01166	0.053946	0.1562	5	0.030853	0.061938	0.16166
neuron_fate_commitment(6)	72	0.61679	0.999	1	0.38321	0.001998	0.012017	0.5901	0.84715	0.85737	20	0.54831	0.999	1	29	0.29383	0.74725	0.83762
neuron_fate_determination(6)	11	0.62131	0.89411	1	0.37869	0.10689	0.2382	0.75469	0.94406	0.95	2	0.62866	0.88212	0.9416	3	0.34808	0.6993	0.80352
neuron_fate_specification(6)	31	0.46463	0.4046	1	0.53537	0.5964	0.79457	0.70602	0.98901	0.993	10	0.48421	0.93606	0.97185	7	0.43495	0.91309	0.95088
neuron_maturation(6)	40	0.51545	0.7043	1	0.48455	0.2967	0.49087	0.32799	0.000999	0.00151	17	0.24031	0.1958	0.37222	17	0.1785	0.16184	0.30663
neuron_migration(5)	142	0.52522	0.8981	1	0.47478	0.1029	0.23129	0.35034	0.000999	0.00151	62	0.30688	0.43057	0.60885	63	0.21781	0.18981	0.34072
neuron_neuron_synaptic_transmission(4)	143	0.58506	1	1	0.41494	0.000999	0.0072255	0.41603	0.001998	0.002859	47	0.32879	0.61139	0.75547	73	0.2882	0.82917	0.89874
neuron_projection_extension(5)	92	0.58492	0.99101	1	0.41508	0.00999	0.039912	0.26513	0.000999	0.00151	37	0.28606	0.31269	0.50126	50	0.17615	0.041958	0.1224
neuron_projection_extension_involved_in_neuron_projection_guidance(6)&axon_extension_involved_in_axon_guidance(7)	20	0.64558	0.95904	1	0.35442	0.041958	0.11918	0.14796	0.000999	0.00151	7	0.19874	0.1998	0.37766	13	0.12061	0.071928	0.1788
neuron_projection_guidance(5)&axon_guidance(6)	163	0.5142	0.84216	1	0.4858	0.15884	0.31759	0.37089	0.000999	0.00151	70	0.29654	0.31269	0.50126	73	0.26982	0.67932	0.78979
neuron_projection_membrane(4)	41	0.52025	0.71029	1	0.47975	0.29071	0.48478	0.31153	0.000999	0.00151	19	0.29874	0.43357	0.61205	20	0.25484	0.53846	0.67707
neuron_projection_morphogenesis(6)	461	0.53417	0.99301	1	0.46583	0.007992	0.034015	0.30987	0.000999	0.00151	197	0.26676	0.022977	0.084519	231	0.24805	0.43357	0.58615
neuron_projection_regeneration(5)	38	0.55234	0.85814	1	0.44766	0.14286	0.29531	0.17199	0.000999	0.00151	16	0.14106	0.020979	0.079489	22	0.19449	0.18282	0.33182
neuron_projection_terminus(4)	167	0.53985	0.96304	1	0.46015	0.037962	0.11026	0.42387	0.000999	0.00151	62	0.31536	0.50949	0.67301	80	0.32792	0.98801	0.99575
neuron_recognition(5)	29	0.49811	0.57742	1	0.50189	0.42358	0.62774	0.27225	0.002997	0.004179	14	0.2426	0.22278	0.4045	13	0.19221	0.25574	0.41661
neuron_spine(5)	123	0.50683	0.73327	1	0.49317	0.26773	0.45737	0.34439	0.000999	0.00151	59	0.32993	0.62438	0.76501	56	0.26597	0.61838	0.74082
neuronal_action_potential(6)	34	0.47847	0.48551	1	0.52153	0.51548	0.72112	0.49028	0.25974	0.27489	15	0.37783	0.75724	0.861	16	0.50013	0.997	1
neuronal_cell_body(4)	530	0.55103	1	1	0.44897	0.000999	0.0072255	0.32739	0.000999	0.00151	220	0.30068	0.28871	0.47351	258	0.2146	0.021978	0.078483
neuronal_cell_body_membrane(4)	22	0.58731	0.88112	1	0.41269	0.11988	0.26032	0.36656	0.027972	0.03324	7	0.22911	0.27473	0.45948	11	0.22369	0.37962	0.53641
neuronal_ion_channel_clustering(4)	10	0.50328	0.56643	1	0.49672	0.43457	0.63923	0.38155	0.13586	0.14857	5	0.38811	0.68032	0.81109	5	0.37499	0.77922	0.86034
neuronal_postsynaptic_density(4)	70	0.46311	0.32667	1	0.53689	0.67433	0.86574	0.28754	0.000999	0.00151	34	0.19171	0.014985	0.061714	35	0.36027	0.96404	0.98209
neuronal_stem_cell_maintenance(5)	20	0.43286	0.29471	1	0.56714	0.70629	0.89514	0.17402	0.000999	0.00151	11	0.13313	0.034965	0.11377	8	0.12698	0.13986	0.27964
neuropeptide_Y_receptor_activity(7)	10	0.28204	0.061938	0.53642	0.71796	0.93906	1	0.72284	0.90809	0.91669	4	0.38109	0.67133	0.80281	1	0.70399	0.88012	0.93016
neuropeptide_binding(5)	23	0.50196	0.58741	1	0.49804	0.41359	0.61799	0.77143	0.997	1	7	0.62813	0.98801	0.99682	6	0.55765	0.98402	0.99337
neuropeptide_hormone_activity(6)	23	0.55993	0.83217	1	0.44007	0.16883	0.33193	0.89111	1	1	4	0.83678	0.997	1	6	0.69142	0.999	1
neuropeptide_receptor_activity(6)	40	0.43869	0.22178	1	0.56131	0.77922	0.95162	0.79796	1	1	12	0.57129	0.995	1	6	0.51047	0.96603	0.98293
neuropeptide_receptor_binding(6)	26	0.58413	0.91309	1	0.41587	0.087912	0.20488	0.80508	0.998	1	6	0.78801	1	1	9	0.57822	0.997	1
neuropeptide_signaling_pathway(7)	85	0.50528	0.70729	1	0.49472	0.29371	0.48748	0.77672	1	1	26	0.64417	1	1	19	0.48805	1	1
neurotransmitter_binding(3)	23	0.70302	0.996	1	0.29698	0.004995	0.023727	0.47744	0.21179	0.22642	3	0.21498	0.32168	0.51089	15	0.35575	0.88112	0.93048
neurotransmitter_catabolic_process(5)	10	0.61171	0.85714	1	0.38829	0.14386	0.29646	0.29965	0.042957	0.049959	4	0.3759	0.66434	0.79773	5	0.098572	0.15185	0.29369
neurotransmitter_gated_ion_channel_clustering(6)	10	0.64412	0.90709	1	0.35588	0.093906	0.21563	0.40347	0.16883	0.1825	2	0.15721	0.31069	0.49974	7	0.38861	0.85514	0.91591
neurotransmitter_metabolic_process(4)	25	0.63686	0.96803	1	0.36314	0.032967	0.099763	0.40737	0.052947	0.060725	7	0.31321	0.4995	0.66428	12	0.16598	0.18881	0.33929
neurotransmitter_receptor_activity(5)	65	0.50472	0.65734	1	0.49528	0.34366	0.54235	0.73212	1	1	18	0.52524	0.99401	1	16	0.44584	0.98302	0.99311
neurotransmitter_secretion(5)	128	0.54782	0.96404	1	0.45218	0.036963	0.10848	0.36398	0.000999	0.00151	55	0.36338	0.85814	0.92518	64	0.27505	0.74226	0.83398
neurotransmitter_sodium_symporter_activity(4)	19	0.50216	0.56444	1	0.49784	0.43656	0.64076	0.26233	0.001998	0.002859	7	0.0041162	0.000999	0.0078325	10	0.29555	0.67133	0.78308
neurotransmitter_transport(4)	170	0.54711	0.98102	1	0.45289	0.01998	0.068491	0.34698	0.000999	0.00151	71	0.32238	0.57443	0.72619	86	0.26857	0.68232	0.79231
neurotransmitter_transporter_activity(3)	22	0.52981	0.6993	1	0.47019	0.3017	0.49584	0.31747	0.004995	0.0066792	7	0.0041162	0.000999	0.0078325	11	0.26868	0.54945	0.68548
neurotransmitter_uptake(5)	17	0.56187	0.78621	1	0.43813	0.21479	0.3954	0.22543	0.002997	0.004179	7	0.19202	0.18581	0.35968	8	0.061018	0.027972	0.093501
neurotrophin_TRK_receptor_signaling_pathway(7)	24	0.66845	0.99201	1	0.33155	0.008991	0.036865	0.26081	0.000999	0.00151	6	0.19541	0.20879	0.38883	18	0.28262	0.65634	0.77192
neurotrophin_receptor_binding(6)	14	0.66338	0.96404	1	0.33662	0.036963	0.10848	0.27816	0.013986	0.017373	4	0.30861	0.5005	0.66521	10	0.26598	0.55944	0.69304
neurotrophin_signaling_pathway(6)	32	0.63794	0.98901	1	0.36206	0.011988	0.045744	0.23464	0.000999	0.00151	10	0.21683	0.16384	0.32915	22	0.24274	0.42158	0.57552
neutral_amino_acid_transmembrane_transporter_activity(8)	27	0.35234	0.03996	0.38815	0.64766	0.96104	1	0.1535	0.000999	0.00151	17	0.10195	0.007992	0.039604	9	0.15682	0.1998	0.35251
neutral_amino_acid_transport(7)	32	0.38794	0.080919	0.65675	0.61206	0.92008	1	0.19343	0.000999	0.00151	18	0.096286	0.002997	0.018503	12	0.20472	0.33167	0.4917
neutral_lipid_biosynthetic_process(5)&acylglycerol_biosynthetic_process(6)	30	0.73394	0.999	1	0.26606	0.001998	0.012017	0.033348	0.000999	0.00151	8	0.0648	0.010989	0.049003	22	0.021911	0.000999	0.0079587
neutral_lipid_catabolic_process(6)&acylglycerol_catabolic_process(7)	24	0.86476	1	1	0.13524	0.000999	0.0072255	0.020485	0.000999	0.00151	3	3.663e-05	0.010989	0.049003	21	0.023407	0.000999	0.0079587
neutral_lipid_metabolic_process(5)	93	0.74889	1	1	0.25111	0.000999	0.0072255	0.062705	0.000999	0.00151	23	0.089768	0.001998	0.013454	68	0.025984	0.000999	0.0079587
neutrophil_activation(6)	19	0.24717	0.005994	0.086149	0.75283	0.995	1	0.078679	0.000999	0.00151	15	0.096239	0.005994	0.031404	4	0.01283	0.074925	0.18434
neutrophil_activation_involved_in_immune_response(6)	10	0.26445	0.043956	0.41495	0.73555	0.95704	1	0.13206	0.000999	0.00151	8	0.16311	0.092907	0.22462	2	0.0078799	0.1978	0.35065
neutrophil_chemotaxis(6)	60	0.45536	0.26274	1	0.54464	0.73826	0.91951	0.24194	0.000999	0.00151	30	0.15861	0.006993	0.035523	26	0.22147	0.33067	0.49076
neutrophil_homeostasis(4)	12	0.51661	0.61139	1	0.48339	0.38961	0.59379	0.24949	0.008991	0.011567	5	0.13926	0.096903	0.23185	7	0.32823	0.72627	0.82265
neutrophil_mediated_immunity(6)	22	0.31058	0.012987	0.15538	0.68942	0.98801	1	0.059428	0.000999	0.00151	15	0.032436	0.000999	0.0078325	7	0.11727	0.12088	0.25398
neutrophil_migration(6)	65	0.47224	0.38462	1	0.52776	0.61638	0.8128	0.2447	0.000999	0.00151	31	0.15353	0.001998	0.013454	30	0.23821	0.42258	0.57594
nicotinamide_nucleotide_biosynthetic_process(8)	12	0.74844	0.99001	1	0.25156	0.010989	0.042783	0.0055833	0.000999	0.00151	3	0.0049257	0.041958	0.13079	9	0.0058025	0.001998	0.013547
nicotinamide_nucleotide_metabolic_process(7)	54	0.69103	1	1	0.30897	0.000999	0.0072255	0.08756	0.000999	0.00151	18	0.20444	0.076923	0.19635	36	0.029121	0.000999	0.0079587
nicotinamide_riboside_hydrolase_activity(6)&nicotinic_acid_riboside_hydrolase_activity(6)&deoxyribonucleoside_5_monophosphate_N_glycosidase_activity(6)&single_strand_selective_uracil_DNA_N_glycosylase_activity(9)	11	0.62805	0.9041	1	0.37195	0.096903	0.2207	0.19801	0.005994	0.0079142	4	0.24941	0.37862	0.56317	7	0.16864	0.25774	0.41824
nitric_oxide_biosynthetic_process(5)	58	0.69636	1	1	0.30364	0.000999	0.0072255	0.19842	0.000999	0.00151	17	0.27943	0.36364	0.54907	39	0.12201	0.004995	0.02655
nitric_oxide_mediated_signal_transduction(7)	16	0.33376	0.05994	0.52522	0.66624	0.94106	1	0.50846	0.39261	0.40823	9	0.34142	0.58841	0.73786	3	0.35419	0.70529	0.8075
nitric_oxide_metabolic_process(4)	61	0.70941	1	1	0.29059	0.000999	0.0072255	0.19328	0.000999	0.00151	17	0.27943	0.36364	0.54907	42	0.12	0.001998	0.013547
nitric_oxide_synthase_binding(5)	21	0.4145	0.1978	1	0.5855	0.8032	0.96961	0.19413	0.000999	0.00151	12	0.15236	0.028971	0.099653	8	0.15605	0.21578	0.37294
nitric_oxide_synthase_biosynthetic_process(6)&regulation_of_nitric_oxide_synthase_biosynthetic_process(6)	19	0.56026	0.7972	1	0.43974	0.2038	0.38081	0.26322	0.001998	0.002859	8	0.2682	0.34765	0.5351	11	0.2596	0.51848	0.66177
nitrogen_compound_transport(5)	635	0.49626	0.8012	1	0.50374	0.1998	0.3747	0.2873	0.000999	0.00151	298	0.2335	0.000999	0.0078325	273	0.17895	0.000999	0.0079587
nitrogen_cycle_metabolic_process(4)	12	0.75965	0.99101	1	0.24035	0.00999	0.039912	0.019291	0.000999	0.00151	3	0.077164	0.14585	0.30352	9	1.644e-29	0.000999	0.0079587
nodal_signaling_pathway(9)	16	0.57107	0.81019	1	0.42893	0.19081	0.36117	0.45665	0.22478	0.23962	6	0.42951	0.8042	0.89296	7	0.24705	0.48551	0.63125
node_of_Ranvier(5)	15	0.64824	0.95504	1	0.35176	0.045954	0.1282	0.46534	0.25674	0.27202	6	0.70229	0.997	1	9	0.30738	0.7033	0.80632
non_canonical_Wnt_signaling_pathway(7)	45	0.5144	0.70729	1	0.4856	0.29371	0.48748	0.26068	0.000999	0.00151	23	0.30429	0.43457	0.61268	21	0.1777	0.14186	0.28195
non_membrane_spanning_protein_tyrosine_kinase_activity(8)	44	0.50216	0.62138	1	0.49784	0.37962	0.5824	0.18987	0.000999	0.00151	22	0.1941	0.045954	0.14004	21	0.14686	0.066933	0.17031
non_recombinational_repair(5)	21	0.24972	0.005994	0.086149	0.75028	0.995	1	0.1467	0.000999	0.00151	15	0.052294	0.000999	0.0078325	6	0.38272	0.84316	0.90816
nonmotile_primary_cilium(5)	124	0.45073	0.16384	1	0.54927	0.83716	0.99417	0.45034	0.007992	0.010371	63	0.37461	0.91409	0.95782	45	0.36094	0.99001	0.99671
nonmotile_primary_cilium_assembly(6)	17	0.41173	0.21379	1	0.58827	0.78721	0.95721	0.24723	0.003996	0.0054487	10	0.21891	0.16983	0.33764	6	0.16898	0.29271	0.45269
nonribosomal_peptide_biosynthetic_process(7)	15	0.81238	1	1	0.18762	0.000999	0.0072255	0.10857	0.000999	0.00151	2	4.1871e-08	0.021978	0.082248	13	0.12527	0.07992	0.1928
norepinephrine_metabolic_process(6)	13	0.61117	0.87413	1	0.38883	0.12687	0.27172	0.47847	0.3007	0.3158	5	0.54435	0.92308	0.96331	5	0.099672	0.15385	0.2961
norepinephrine_secretion(6)&regulation_of_norepinephrine_secretion(7)	15	0.52685	0.68032	1	0.47315	0.32068	0.51629	0.51279	0.40559	0.42109	6	0.44917	0.83916	0.9143	7	0.42812	0.90509	0.94595
norepinephrine_transport(6)	18	0.52493	0.68432	1	0.47507	0.31668	0.51206	0.47736	0.22577	0.24057	7	0.38501	0.70529	0.8267	9	0.43304	0.94505	0.97163
nose_development(5)	15	0.44116	0.32967	1	0.55884	0.67133	0.86338	0.47943	0.29071	0.30583	8	0.41634	0.8002	0.8897	5	0.37213	0.77722	0.8587
notochord_development(5)	16	0.3844	0.16384	1	0.6156	0.83716	0.99417	0.31216	0.013986	0.017373	9	0.22161	0.21678	0.39729	4	8.2189e-11	0.003996	0.02234
notochord_morphogenesis(6)	10	0.42155	0.32468	1	0.57845	0.67632	0.86681	0.27448	0.025974	0.031041	5	0.14897	0.11289	0.25719	3	1.0952e-10	0.008991	0.040847
npBAF_complex(6)	12	0.31172	0.06993	0.5904	0.68828	0.93107	1	0.056264	0.000999	0.00151	8	0.0097719	0.002997	0.018503	4	0.14925	0.2957	0.45575
nuclear_DNA_replication(6)	14	0.04738	0.000999	0.0217	0.95262	1	1	0.084175	0.000999	0.00151	13	0.019427	0.000999	0.0078325	1	0.9259	0.97303	0.98794
nuclear_body(6)	219	0.33185	0.000999	0.0217	0.66815	1	1	0.14039	0.000999	0.00151	147	0.11259	0.000999	0.0078325	69	0.16223	0.004995	0.02655
nuclear_chromatin(4)	249	0.34655	0.000999	0.0217	0.65345	1	1	0.16936	0.000999	0.00151	154	0.092331	0.000999	0.0078325	83	0.1922	0.052947	0.14456
nuclear_chromosome(5)	407	0.29462	0.000999	0.0217	0.70538	1	1	0.16894	0.000999	0.00151	274	0.091936	0.000999	0.0078325	114	0.21551	0.1049	0.23175
nuclear_chromosome_part(5)	361	0.30926	0.000999	0.0217	0.69074	1	1	0.17568	0.000999	0.00151	237	0.096153	0.000999	0.0078325	106	0.21352	0.1029	0.22839
nuclear_chromosome_telomeric_region(6)	21	0.2836	0.013986	0.16412	0.7164	0.98701	1	0.16349	0.000999	0.00151	14	0.063472	0.001998	0.013454	6	0.25744	0.56643	0.69847
nuclear_division(5)	472	0.29827	0.000999	0.0217	0.70173	1	1	0.19582	0.000999	0.00151	314	0.10969	0.000999	0.0078325	131	0.23652	0.27073	0.4326
nuclear_envelope(4)	300	0.42204	0.002997	0.048707	0.57796	0.998	1	0.1629	0.000999	0.00151	173	0.14216	0.000999	0.0078325	120	0.14397	0.000999	0.0079587
nuclear_envelope_lumen(4)	13	0.3715	0.14486	0.96074	0.6285	0.85614	1	0.22321	0.001998	0.002859	8	0.17611	0.11588	0.26135	4	0.12322	0.23976	0.39853
nuclear_envelope_organization(4)	29	0.52669	0.73427	1	0.47331	0.26673	0.45648	0.15849	0.000999	0.00151	13	0.11888	0.012987	0.055116	15	0.13672	0.064935	0.16688
nuclear_euchromatin(5)	26	0.26559	0.003996	0.062086	0.73441	0.997	1	0.07032	0.000999	0.00151	20	0.090974	0.000999	0.0078325	6	0.0014756	0.005994	0.03055
nuclear_exosome_RNase_complex_(5)	10	0.45064	0.3976	1	0.54936	0.6034	0.80055	0.11942	0.000999	0.00151	6	0.18391	0.18482	0.35836	4	0.022688	0.093906	0.21389
nuclear_export(8)	103	0.35047	0.002997	0.048707	0.64953	0.998	1	0.16822	0.000999	0.00151	67	0.13301	0.000999	0.0078325	35	0.21187	0.21578	0.37294
nuclear_heterochromatin(5)	31	0.18098	0.000999	0.0217	0.81902	1	1	0.09817	0.000999	0.00151	25	0.058045	0.000999	0.0078325	5	0.11842	0.17982	0.32798
nuclear_hormone_receptor_binding(6)	113	0.50462	0.70829	1	0.49538	0.29271	0.48654	0.14899	0.000999	0.00151	53	0.1022	0.000999	0.0078325	55	0.1167	0.000999	0.0079587
nuclear_import(8)	229	0.56484	1	1	0.43516	0.000999	0.0072255	0.22456	0.000999	0.00151	96	0.22372	0.004995	0.026952	124	0.16893	0.001998	0.013547
nuclear_inner_membrane(5)	34	0.49633	0.58442	1	0.50367	0.41658	0.62053	0.24548	0.000999	0.00151	17	0.23836	0.19281	0.3683	16	0.20589	0.27473	0.43586
nuclear_lamina(5)	13	0.24109	0.013986	0.16412	0.75891	0.98701	1	0.037049	0.000999	0.00151	10	0.037504	0.000999	0.0078325	3	0.035531	0.15584	0.29857
nuclear_matrix(5)	75	0.37426	0.006993	0.097582	0.62574	0.99401	1	0.12653	0.000999	0.00151	47	0.10243	0.000999	0.0078325	28	0.16698	0.063936	0.1652
nuclear_membrane(4)	178	0.44839	0.13087	0.90649	0.55161	0.87013	1	0.15945	0.000999	0.00151	98	0.14449	0.000999	0.0078325	77	0.14575	0.000999	0.0079587
nuclear_membrane_part(3)	13	0.52644	0.63736	1	0.47356	0.36364	0.56485	0.30285	0.01998	0.024267	7	0.40175	0.74326	0.85191	6	0.18746	0.34765	0.50741
nuclear_nucleosome(5)	27	0.00028386	0.000999	0.0217	0.99972	1	1	0.18565	0.000999	0.00151	22	0.00056771	0.000999	0.0078325	0	NA	NA	NA
nuclear_outer_membrane(3)	14	0.49198	0.55445	1	0.50802	0.44655	0.65087	0.12875	0.000999	0.00151	8	0.22363	0.22378	0.40499	6	0.002249	0.006993	0.034284
nuclear_outer_membrane_endoplasmic_reticulum_membrane_network(3)	346	0.68939	1	1	0.31061	0.000999	0.0072255	0.18247	0.000999	0.00151	105	0.25365	0.028971	0.099653	228	0.10307	0.000999	0.0079587
nuclear_periphery(5)	93	0.33576	0.000999	0.0217	0.66424	1	1	0.10662	0.000999	0.00151	62	0.0836	0.000999	0.0078325	31	0.15266	0.045954	0.13053
nuclear_pore(4)	50	0.115	0.000999	0.0217	0.885	1	1	0.074997	0.000999	0.00151	45	0.058332	0.000999	0.0078325	5	0.22498	0.46753	0.61662
nuclear_pore_organization(5)	11	0.0033217	0.000999	0.0217	0.99668	1	1	0.0066434	0.000999	0.00151	11	0.0066434	0.000999	0.0078325	0	NA	NA	NA
nuclear_pore_outer_ring(3)	10	0.078312	0.000999	0.0217	0.92169	1	1	0.048145	0.000999	0.00151	9	0.0026496	0.000999	0.0078325	1	0.4576	0.72128	0.81935
nuclear_replication_fork(6)	33	0.18072	0.000999	0.0217	0.81928	1	1	0.078697	0.000999	0.00151	28	0.0808	0.000999	0.0078325	5	0.06692	0.10889	0.23667
nuclear_replisome(5)	22	0.23084	0.000999	0.0217	0.76916	1	1	0.10757	0.000999	0.00151	18	0.12565	0.005994	0.031404	4	0.026183	0.1009	0.22515
nuclear_speck(7)	86	0.33588	0.000999	0.0217	0.66412	1	1	0.13273	0.000999	0.00151	59	0.1287	0.000999	0.0078325	27	0.14153	0.041958	0.1224
nuclear_transcribed_mRNA_catabolic_process(8)	76	0.32845	0.000999	0.0217	0.67155	1	1	0.1785	0.000999	0.00151	50	0.12176	0.000999	0.0078325	24	0.22825	0.37363	0.5304
nuclear_transcribed_mRNA_catabolic_process_deadenylation_dependent_decay(9)	35	0.32053	0.006993	0.097582	0.67947	0.99401	1	0.19479	0.000999	0.00151	22	0.090283	0.000999	0.0078325	11	0.25741	0.50849	0.65238
nuclear_transcribed_mRNA_catabolic_process_exonucleolytic(9)	11	0.4386	0.36064	1	0.5614	0.64036	0.83572	0.16145	0.000999	0.00151	6	0.11877	0.071928	0.18761	5	0.21266	0.44156	0.59347
nuclear_transcribed_mRNA_catabolic_process_nonsense_mediated_decay(9)	31	0.25521	0.002997	0.048707	0.74479	0.998	1	0.17334	0.000999	0.00151	24	0.14993	0.006993	0.035523	7	0.25361	0.51349	0.6569
nuclear_transcribed_mRNA_poly_A_tail_shortening(9)	15	0.26292	0.013986	0.16412	0.73708	0.98701	1	0.19086	0.001998	0.002859	10	0.061226	0.003996	0.023011	4	0.31266	0.66334	0.77742
nuclear_transcription_factor_complex(5)	103	0.39631	0.016983	0.19386	0.60369	0.98402	1	0.19202	0.000999	0.00151	57	0.097172	0.000999	0.0078325	38	0.1642	0.033966	0.10651
nuclear_transcriptional_repressor_complex(5)	21	0.42997	0.24675	1	0.57003	0.75425	0.93249	0.20158	0.000999	0.00151	12	0.18467	0.072927	0.1897	8	0.12713	0.13986	0.27964
nuclear_transport(6)	337	0.47665	0.33966	1	0.52335	0.66134	0.85495	0.20785	0.000999	0.00151	173	0.18432	0.000999	0.0078325	154	0.18284	0.002997	0.018216
nuclear_ubiquitin_ligase_complex(5)	34	0.33072	0.006993	0.097582	0.66928	0.99401	1	0.12513	0.000999	0.00151	24	0.14049	0.003996	0.023011	10	0.088281	0.042957	0.12434
nuclease_activity(5)	185	0.43814	0.041958	0.40232	0.56186	0.95904	1	0.23019	0.000999	0.00151	95	0.13585	0.000999	0.0078325	81	0.2553	0.53646	0.67532
nucleic_acid_phosphodiester_bond_hydrolysis(6)	178	0.39728	0.003996	0.062086	0.60272	0.997	1	0.24968	0.000999	0.00151	94	0.11147	0.000999	0.0078325	69	0.27484	0.71429	0.81431
nucleobase_biosynthetic_process(5)	11	0.44005	0.36264	1	0.55995	0.63836	0.83408	0.34227	0.068931	0.077795	7	0.389	0.71628	0.83562	4	0.26049	0.57043	0.70133
nucleobase_containing_compound_catabolic_process(5)	238	0.43011	0.020979	0.23275	0.56989	0.98002	1	0.21164	0.000999	0.00151	128	0.14095	0.000999	0.0078325	103	0.24592	0.42358	0.5766
nucleobase_containing_compound_kinase_activity(6)	46	0.50132	0.58142	1	0.49868	0.41958	0.62375	0.21618	0.000999	0.00151	24	0.25125	0.17383	0.34313	20	0.095709	0.013986	0.05669
nucleobase_containing_compound_transmembrane_transporter_activity(5)	26	0.66763	0.99201	1	0.33237	0.008991	0.036865	0.18674	0.000999	0.00151	9	0.29093	0.42757	0.60654	16	0.077306	0.007992	0.037427
nucleobase_containing_compound_transport(6)	133	0.31653	0.000999	0.0217	0.68347	1	1	0.13192	0.000999	0.00151	93	0.12084	0.000999	0.0078325	38	0.11336	0.001998	0.013547
nucleobase_containing_small_molecule_metabolic_process(4)	506	0.60381	1	1	0.39619	0.000999	0.0072255	0.27642	0.000999	0.00151	188	0.27473	0.052947	0.15425	262	0.12298	0.000999	0.0079587
nucleobase_metabolic_process(5)	26	0.59709	0.94206	1	0.40291	0.058941	0.15286	0.17136	0.000999	0.00151	11	0.25019	0.27373	0.45873	15	0.11355	0.030969	0.10017
nucleocytoplasmic_transport(7)	334	0.47764	0.36863	1	0.52236	0.63237	0.82899	0.2083	0.000999	0.00151	171	0.18446	0.000999	0.0078325	153	0.1832	0.000999	0.0079587
nucleocytoplasmic_transporter_activity(3)	12	0.0038706	0.000999	0.0217	0.99613	1	1	0.0077413	0.000999	0.00151	12	0.0077413	0.000999	0.0078325	0	NA	NA	NA
nucleoid(2)&mitochondrial_nucleoid(3)	41	0.7723	1	1	0.2277	0.000999	0.0072255	0.16714	0.000999	0.00151	8	0.26136	0.32567	0.51491	33	0.1443	0.015984	0.062081
nucleolar_part(5)	63	0.35957	0.004995	0.074503	0.64043	0.996	1	0.22878	0.000999	0.00151	40	0.175	0.002997	0.018503	22	0.29151	0.71029	0.81183
nucleophagy(6)	23	0.71185	1	1	0.28815	0.000999	0.0072255	0.084337	0.000999	0.00151	7	0.19177	0.18581	0.35968	16	0.037334	0.000999	0.0079587
nucleoplasm_part(5)	543	0.32415	0.000999	0.0217	0.67585	1	1	0.17368	0.000999	0.00151	365	0.12761	0.000999	0.0078325	170	0.23372	0.1988	0.35149
